Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"karrītānā ""to learn""",to learn; to teach,,Gondwan etymology,,"Also Gondi_A (SR)karivāla student;karusānāto teach; Gondi_Chdkarutānā, Gondi_Trkarehtānā, Gondi_Wkarahtānā, Gondi_Phkarrahtānā, Gondi_Mukarih-, Gondi_Makar̨ʔ-to teach",,,,,,,,,531,1297,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=380&root=config
kaṛītānā,"to melt, dissolve",,Gondwan etymology,,,,,,,,,,,530,1292,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=417&root=config
karw-,to burn (intr.),,Gondwan etymology,,"Also Gondi_Phkarsahtānā, Gondi_Mukaṛih-to burn (tr.); Gondi_Mukaṛhafield for burning cultivation; Grigsonkarearea set apart for penda cultivation when left fallow for a term",,,,,,,,,"536, 563",1278,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=422&root=config
"gānḍāl ""men's cloth""",cloth,,Gondwan etymology,,Also Gondi_Mu fem.gānḍke; Gondi_Wgā̃ṛālPanka caste,,,,,,,,,1066,1180,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=254&root=config
karū,hunger,,Gondwan etymology,,,,,,,,,,,533,1286,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=382&root=config
"kaiyānā ""to be bitter""",bitter,,Gondwan etymology,,"Also Gondi_W, Gondi_Phkaitālbitter; Gondi_Trkehkebitter; Gondi_Mukaylebitter;kaymul burkabitter gourd; Gondi_Kokaymulbitter; Gondi_Lkayārraw, unripe; Gondi_Kokay-kaṭbile; Gondi_A (Su.)kaymūlbitterness",,,,,,,,,"520, 521, 523",1249,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=443&root=config
"kēpānā ""to watch, guard, take care of""","to watch, guard",,Gondwan etymology,,,,,,,,,,,855,1416,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=474&root=config
"kāsānā ""to become hot, be heated""",hot; to heat,,Gondwan etymology,,"Also Gondi_Ko (Su.)kāp-to boil; Gondi_Mkāstahot; Gondi_Trkāsuhtānā, Gondi_Wkāsahtānā, Gondi_A (SR)kāsusānāto heat",,,,,,,,,"637, 661",1458,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=446&root=config
kāwāl,crow,,Gondwan etymology,,,,,,,,,,,"619, 659",1425,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=448&root=config
kīyānā,"to do, make, prepare",,Gondwan etymology,,"Also caus. Gondi_Phkīsahtānā, Gondi_Mukīh-; Gondi_Skīmuṛdoing",,,,,,,,,703,1957,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=492&root=config
